difficulty	qid	sid	text	type	dep	par	answer
Easy	blogs-02-11	blogs-02	What did the narrator begin to wonder?	Sch	"1	What	what	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	begin	begin	_	VB	_	0	root	_	_
6	to	to	_	TO	_	7	mark	_	_
7	wonder	wonder	_	VB	_	5	xcomp	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB begin) (S (VP (TO to) (VP (VB wonder)))))) (. ?)))	that the flash was an orb
Easy	blogs-02-12	blogs-02	What was in a group of trees that was above the narrator?	Sch	"1	What	what	_	WP	_	5	nsubj	_	_
2	was	be	_	VBD	_	5	cop	_	_
3	in	in	_	IN	_	5	case	_	_
4	a	a	_	DT	_	5	det	_	_
5	group	group	_	NN	_	0	root	_	_
6	of	of	_	IN	_	7	case	_	_
7	trees	tree	_	NNS	_	5	nmod	_	_
8	that	that	_	WDT	_	12	nsubj	_	_
9	was	be	_	VBD	_	12	cop	_	_
10	above	above	_	IN	_	12	case	_	_
11	the	the	_	DT	_	12	det	_	_
12	narrator	narrator	_	NN	_	5	acl:relcl	_	_
13	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD was) (PP (IN in) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NP (NNS trees)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (PP (IN above) (NP (DT the) (NN narrator)))))))))))) (. ?)))	some bright flash
Easy	blogs-04-1	blogs-04	Who approached the bowl?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	approached	approach	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	bowl	bowl	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD approached) (NP (DT the) (NN bowl)))) (. ?)))	The squirrel
Easy	blogs-04-2	blogs-04	Who fell over the deck's railing?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	fell	fall	_	VBD	_	0	root	_	_
3	over	over	_	IN	_	7	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	deck	deck	_	NN	_	7	nmod:poss	_	_
6	's	's	_	POS	_	5	case	_	_
7	railing	railing	_	NN	_	2	nmod	_	_
8	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD fell) (PP (IN over) (NP (NP (DT the) (NN deck) (POS 's)) (NN railing))))) (. ?)))	The squirrel
Easy	blogs-04-3	blogs-04	What slipped off the deck's railing?	Sch	"1	What	what	_	WDT	_	2	nsubj	_	_
2	slipped	slip	_	VBD	_	0	root	_	_
3	off	off	_	RP	_	2	compound:prt	_	_
4	the	the	_	DT	_	5	det	_	_
5	deck	deck	_	NN	_	7	nmod:poss	_	_
6	's	's	_	POS	_	5	case	_	_
7	railing	railing	_	NN	_	2	dobj	_	_
8	?	?	_	.	_	2	punct	_	_"	(ROOT (FRAG (SBAR (WHNP (WDT What)) (S (VP (VBD slipped) (PRT (RP off)) (NP (NP (DT the) (NN deck) (POS 's)) (NN railing))))) (. ?)))	The squirrel's paw
Easy	blogs-04-4	blogs-04	What did the birds bath themselves in?	Sch	"1	What	what	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	birds	bird	_	NNS	_	5	nsubj	_	_
5	bath	bath	_	NN	_	0	root	_	_
6	themselves	themselves	_	PRP	_	5	dobj	_	_
7	in	in	_	IN	_	5	nmod	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (DT the) (NNS birds) (NN bath)) (NP (PRP themselves)) (PP (IN in)))) (. ?)))	The bowl
Easy	blogs-04-5	blogs-04	Who also comes to drink out of it?	Story	"1	Who	who	_	WP	_	3	nsubj	_	_
2	also	also	_	RB	_	3	advmod	_	_
3	comes	come	_	VBZ	_	0	root	_	_
4	to	to	_	TO	_	5	mark	_	_
5	drink	drink	_	VB	_	3	xcomp	_	_
6	out	out	_	IN	_	8	case	_	_
7	of	of	_	IN	_	8	case	_	_
8	it	it	_	PRP	_	5	nmod	_	_
9	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (ADVP (RB also)) (VP (VBZ comes) (S (VP (TO to) (VP (VB drink) (PRT (IN out)) (PP (IN of) (NP (PRP it)))))))) (. ?)))	Squirrels
Easy	blogs-04-6	blogs-04	Who saw his one little paw hanging on?	Story	"1	Who	who	_	WP	_	2	nsubj	_	_
2	saw	see	_	VBD	_	0	root	_	_
3	his	he	_	PRP$	_	6	nmod:poss	_	_
4	one	one	_	CD	_	6	nummod	_	_
5	little	little	_	JJ	_	6	amod	_	_
6	paw	paw	_	NN	_	7	nsubj	_	_
7	hanging	hang	_	VBG	_	2	ccomp	_	_
8	on	on	_	IN	_	7	compound:prt	_	_
9	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD saw) (NP (PRP$ his) (CD one) (JJ little) (NN paw)) (S (VP (VBG hanging) (PP (IN on)))))) (. ?)))	I
Easy	blogs-04-7	blogs-04	What did I wish I had?	Story	"1	What	what	_	WP	_	4	dep	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	I	I	_	PRP	_	4	nsubj	_	_
4	wish	wish	_	VBP	_	0	root	_	_
5	I	I	_	PRP	_	6	nsubj	_	_
6	had	have	_	VBD	_	4	ccomp	_	_
7	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (SBAR (S (NP (PRP I)) (VP (VBP wish) (SBAR (S (NP (PRP I)) (VP (VBD had))))))))) (. ?)))	a digital camera
Easy	blogs-04-8	blogs-04	Who drinks out of it and bathes in it?	Story	"1	Who	who	_	WP	_	2	nsubj	_	_
2	drinks	drink	_	VBZ	_	0	root	_	_
3	out	out	_	IN	_	5	case	_	_
4	of	of	_	IN	_	5	case	_	_
5	it	it	_	PRP	_	2	nmod	_	_
6	and	and	_	CC	_	2	cc	_	_
7	bathes	bathe	_	VBZ	_	2	conj	_	_
8	in	in	_	IN	_	9	case	_	_
9	it	it	_	PRP	_	7	nmod	_	_
10	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VP (VBZ drinks) (PRT (IN out)) (PP (IN of) (NP (PRP it)))) (CC and) (VP (VBZ bathes) (PP (IN in) (NP (PRP it)))))) (. ?)))	many birds
Easy	blogs-04-9	blogs-04	Where do the birds literally line up on?	Story	"1	Where	where	_	WRB	_	6	advmod	_	_
2	do	do	_	VBP	_	6	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	birds	bird	_	NNS	_	6	nsubj	_	_
5	literally	literally	_	RB	_	6	advmod	_	_
6	line	line	_	VBP	_	0	root	_	_
7	up	up	_	RP	_	6	compound:prt	_	_
8	on	on	_	IN	_	6	compound:prt	_	_
9	?	?	_	.	_	6	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBP do) (NP (DT the) (NNS birds)) (VP (ADVP (RB literally)) (VBP line) (ADVP (RP up)) (PP (IN on)))) (. ?)))	the railing | the railing and wait their turn
Easy	fables-03-1	fables-03	Who is the story about?	Story	"1	Who	who	_	WP	_	0	root	_	_
2	is	be	_	VBZ	_	1	cop	_	_
3	the	the	_	DT	_	4	det	_	_
4	story	story	_	NN	_	1	nsubj	_	_
5	about	about	_	IN	_	4	nmod	_	_
6	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBZ is) (NP (DT the) (NN story)) (ADJP (IN about))) (. ?)))	an eagle an a serpent
Easy	fables-03-2	fables-03	Who swooped down upon a Serpant?	Story	"1	Who	who	_	WP	_	2	nsubj	_	_
2	swooped	swoop	_	VBD	_	0	root	_	_
3	down	down	_	RP	_	2	compound:prt	_	_
4	upon	upon	_	IN	_	6	case	_	_
5	a	a	_	DT	_	6	det	_	_
6	Serpant	Serpant	_	NNP	_	2	nmod	_	_
7	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD swooped) (PRT (RP down)) (PP (IN upon) (NP (DT a) (NNP Serpant))))) (. ?)))	an eagle
Easy	fables-03-3	fables-03	What did the Eagle seize it with?	Story	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	Eagle	Eagle	_	NNP	_	5	nsubj	_	_
5	seize	seize	_	VB	_	0	root	_	_
6	it	it	_	PRP	_	5	dobj	_	_
7	with	with	_	IN	_	5	nmod	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NNP Eagle)) (VP (VB seize) (NP (PRP it)) (PP (IN with)))) (. ?)))	his talons
Easy	fables-03-4	fables-03	Who came to the assistance of the Eagle?	Story	"1	Who	who	_	WP	_	2	nsubj	_	_
2	came	come	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	assistance	assistance	_	NN	_	2	nmod	_	_
6	of	of	_	IN	_	8	case	_	_
7	the	the	_	DT	_	8	det	_	_
8	Eagle	Eagle	_	NNP	_	5	nmod	_	_
9	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD came) (PP (TO to) (NP (NP (DT the) (NN assistance)) (PP (IN of) (NP (DT the) (NNP Eagle))))))) (. ?)))	a countryman
Easy	fables-03-5	fables-03	What did the Serpent spit?	Story | Sch	"1	What	what	_	WP	_	0	root	_	_
2	did	do	_	VBD	_	1	root	_	_
3	the	the	_	DT	_	5	det	_	_
4	Serpent	Serpent	_	NNP	_	5	compound	_	_
5	spit	spit	_	NN	_	2	nsubj	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (DT the) (NNP Serpent) (NN spit)))) (. ?)))	some poison | some of his poison
Easy	fables-03-6	fables-03	Where did the Serpent spit some poison?	Story | Sch	"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	Serpent	Serpent	_	NNP	_	5	nsubj	_	_
5	spit	spit	_	VB	_	0	root	_	_
6	some	some	_	DT	_	7	det	_	_
7	poison	poison	_	NN	_	5	dobj	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NNP Serpent)) (VP (VB spit) (NP (DT some) (NN poison)))) (. ?)))	into the man's drinking-horn | in the drinking vessel of the countryman
Easy	fables-03-7	fables-03	What did the countryman decide?	Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	countryman	countryman	_	NN	_	5	nsubj	_	_
5	decide	decide	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN countryman)) (VP (VB decide))) (. ?)))	to sip from the drinking vessel
Easy	fables-03-8	fables-03	Who spilled the drinking vessel?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	spilled	spill	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	5	det	_	_
4	drinking	drinking	_	NN	_	5	compound	_	_
5	vessel	vessel	_	NN	_	2	dobj	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD spilled) (NP (DT the) (NN drinking) (NN vessel)))) (. ?)))	the eagle
Easy	fables-03-9	fables-03	What did the eagle spill?	Sch	"1	What	what	_	WP	_	0	root	_	_
2	did	do	_	VBD	_	1	nsubj	_	_
3	the	the	_	DT	_	5	det	_	_
4	eagle	eagle	_	NN	_	5	compound	_	_
5	spill	spill	_	NN	_	2	dobj	_	_
6	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (DT the) (NN eagle) (NN spill)))) (. ?)))	the drinking vessel
Easy	fables-03-10	fables-03	Where where the contents of the horn spilled?	Story	"1	Where	where	_	WRB	_	8	advmod	_	_
2	where	where	_	WRB	_	8	advmod	_	_
3	the	the	_	DT	_	4	det	_	_
4	contents	contents	_	NNS	_	8	nsubj	_	_
5	of	of	_	IN	_	7	case	_	_
6	the	the	_	DT	_	7	det	_	_
7	horn	horn	_	NN	_	4	nmod	_	_
8	spilled	spill	_	VBN	_	0	root	_	_
9	?	?	_	.	_	8	punct	_	_"	(ROOT (FRAG (SBAR (WHADVP (WRB Where) (WRB where)) (S (NP (NP (DT the) (NNS contents)) (PP (IN of) (NP (DT the) (NN horn)))) (VP (VBN spilled)))) (. ?)))	the ground
Easy	fables-03-11	fables-03	What was heated?	Story	"1	What	what	_	WP	_	3	nsubjpass	_	_
2	was	be	_	VBD	_	3	auxpass	_	_
3	heated	heat	_	VBN	_	0	root	_	_
4	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (VP (VBN heated))) (. ?)))	his exertions
Easy	fables-03-12	fables-03	What did the Serpent do in revenge?	Story	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	Serpent	Serpent	_	NNP	_	5	nsubj	_	_
5	do	do	_	VBP	_	0	root	_	_
6	in	in	_	IN	_	7	case	_	_
7	revenge	revenge	_	NN	_	5	nmod	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NNP Serpent)) (VP (VBP do) (PP (IN in) (NP (NN revenge))))) (. ?)))	spat some of his poison into the man's drinking-horn
Easy	mc500.train.25.0	mc500.train.25	Where is the beautiful pond?	Story	"1	Where	where	_	WRB	_	2	advmod	_	_
2	is	be	_	VBZ	_	0	root	_	_
3	the	the	_	DT	_	5	det	_	_
4	beautiful	beautiful	_	JJ	_	5	amod	_	_
5	pond	pond	_	NN	_	2	nsubj	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (DT the) (JJ beautiful) (NN pond))) (. ?)))	by the river
Easy	mc500.train.111.0	mc500.train.111	Who was singing?	Story	"1	Who	who	_	WP	_	0	root	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	singing	singing	_	NN	_	1	nsubj	_	_
4	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD was) (NP (NN singing))) (. ?)))	Will
Easy	mc500.train.111.1	mc500.train.111	What did Will laugh at?	Story	"1	What	what	_	WP	_	0	root	_	_
2	did	do	_	VBD	_	1	nsubj	_	_
3	Will	Will	_	NNP	_	4	compound	_	_
4	laugh	laugh	_	NN	_	2	nsubj	_	_
5	at	at	_	IN	_	4	acl	_	_
6	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (S (NP (NNP Will)) (VP (NN laugh) (PP (IN at)))))) (. ?)))	a very silly looking dog
Easy	mc500.train.0.1	mc500.train.0	Why did Alyssa go to Miami?	Story	"1	Why	why	_	WRB	_	4	advmod	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Alyssa	Alyssa	_	NNP	_	4	nsubj	_	_
4	go	go	_	VB	_	0	root	_	_
5	to	to	_	TO	_	6	case	_	_
6	Miami	Miami	_	NNP	_	4	nmod	_	_
7	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (NNP Alyssa)) (VP (VB go) (PP (TO to) (NP (NNP Miami))))) (. ?)))	visit friends
Easy	mc500.train.0.2	mc500.train.0	What did Ellen order?	Story	"1	What	what	_	WP	_	4	dobj	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Ellen	Ellen	_	NNP	_	4	nsubj	_	_
4	order	order	_	VB	_	0	root	_	_
5	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (NNP Ellen)) (VP (VB order))) (. ?)))	a salad
Easy	mc500.train.0.3	mc500.train.0	who had soup?	Story	"1	who	who	_	WP	_	2	nsubj	_	_
2	had	have	_	VBD	_	0	root	_	_
3	soup	soup	_	NN	_	2	dobj	_	_
4	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP who)) (SQ (VP (VBD had) (NP (NN soup)))) (. ?)))	Kristin
Easy	mc500.train.0.4	mc500.train.0	where did Alyssa travel from?	Story	"1	where	where	_	WRB	_	4	advmod	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Alyssa	Alyssa	_	NNP	_	4	nsubj	_	_
4	travel	travel	_	VB	_	0	root	_	_
5	from	from	_	IN	_	4	nmod	_	_
6	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB where)) (SQ (VBD did) (NP (NNP Alyssa)) (VP (VB travel) (PP (IN from)))) (. ?)))	Atlanta
Easy	mc500.train.0.5	mc500.train.0	What makes Alyssa happy?	Story	"1	What	what	_	WP	_	2	nsubj	_	_
2	makes	make	_	VBZ	_	0	root	_	_
3	Alyssa	Alyssa	_	NNP	_	4	nsubj	_	_
4	happy	happy	_	JJ	_	2	xcomp	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBZ makes) (S (NP (NNP Alyssa)) (ADJP (JJ happy))))) (. ?)))	spend time with her friends
Easy	mc500.train.0.6	mc500.train.0	Why did they stay the night?	Story	"1	Why	why	_	WRB	_	4	advmod	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	they	they	_	PRP	_	4	nsubj	_	_
4	stay	stay	_	VBP	_	0	root	_	_
5	the	the	_	DT	_	6	det	_	_
6	night	night	_	NN	_	4	dobj	_	_
7	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (PRP they)) (VP (VBP stay) (NP-TMP (DT the) (NN night)))) (. ?)))	they were tired.
Easy	mc500.train.0.7	mc500.train.0	Who traded stories?	Story	"1	Who	who	_	WP	_	2	nsubj	_	_
2	traded	trade	_	VBD	_	0	root	_	_
3	stories	story	_	NNS	_	2	dobj	_	_
4	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD traded) (NP (NNS stories)))) (. ?)))	the girls
Easy	mc500.train.0.8	mc500.train.0	Who went to the beach?	Story	"1	Who	who	_	WP	_	2	nsubj	_	_
2	went	go	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	beach	beach	_	NN	_	2	nmod	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD went) (PP (TO to) (NP (DT the) (NN beach))))) (. ?)))	Alyssa
Easy	mc500.train.0.9	mc500.train.0	What was the restaurant's special?	Story	"1	What	what	_	WP	_	0	root	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	the	the	_	DT	_	4	det	_	_
4	restaurant	restaurant	_	NN	_	1	nsubj	_	_
5	's	's	_	POS	_	4	case	_	_
6	special	special	_	JJ	_	4	amod	_	_
7	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (NP (NP (DT the) (NN restaurant) (POS 's)) (NP (JJ special)))) (. ?)))	catfish
Easy	mc500.train.0.10	mc500.train.0	What did Kristin have to eat?	Story	"1	What	what	_	WP	_	4	dep	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Kristin	Kristin	_	NNP	_	4	nsubj	_	_
4	have	have	_	VB	_	0	root	_	_
5	to	to	_	TO	_	6	mark	_	_
6	eat	eat	_	VB	_	4	xcomp	_	_
7	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (NNP Kristin)) (VP (VB have) (S (VP (TO to) (VP (VB eat)))))) (. ?)))	soup
Easy	mc500.train.0.11	mc500.train.0	Where did the girls go for dinner?	Story	"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	girls	girl	_	NNS	_	5	nsubj	_	_
5	go	go	_	VB	_	0	root	_	_
6	for	for	_	IN	_	7	case	_	_
7	dinner	dinner	_	NN	_	5	nmod	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NNS girls)) (VP (VB go) (PP (IN for) (NP (NN dinner))))) (. ?)))	a restaurant
Easy	mc500.train.0.12	mc500.train.0	Where did Alyssa meet her friends?	Story	"1	Where	where	_	WRB	_	4	advmod	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Alyssa	Alyssa	_	NNP	_	4	nsubj	_	_
4	meet	meet	_	VB	_	0	root	_	_
5	her	she	_	PRP$	_	6	nmod:poss	_	_
6	friends	friend	_	NNS	_	4	dobj	_	_
7	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (NNP Alyssa)) (VP (VB meet) (NP (PRP$ her) (NNS friends)))) (. ?)))	Ellen's house
Easy	mc500.train.23.1	mc500.train.23	When was Andrew bored?	Story	"1	When	when	_	WRB	_	4	advmod	_	_
2	was	be	_	VBD	_	4	auxpass	_	_
3	Andrew	Andrew	_	NNP	_	4	nsubjpass	_	_
4	bored	bore	_	VBN	_	0	root	_	_
5	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB When)) (SQ (VBD was) (NP (NNP Andrew)) (VP (VBN bored))) (. ?)))	Saturday afternoon
Easy	mc500.train.23.2	mc500.train.23	What day was it?	Story	"1	What	what	_	WDT	_	2	det	_	_
2	day	day	_	NN	_	3	nsubj	_	_
3	was	be	_	VBD	_	0	root	_	_
4	it	it	_	PRP	_	3	nsubj	_	_
5	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WDT What) (NN day)) (SQ (VBD was) (NP (PRP it))) (. ?)))	Saturday
Easy	mc500.train.23.3	mc500.train.23	Where did Andrew look?	Story	"1	Where	where	_	WRB	_	4	advmod	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Andrew	Andrew	_	NNP	_	4	nsubj	_	_
4	look	look	_	VB	_	0	root	_	_
5	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (NNP Andrew)) (VP (VB look))) (. ?)))	outside the window
Easy	mc500.train.23.4	mc500.train.23	what did Andrew see by the door?	Story	"1	what	what	_	WP	_	4	dobj	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Andrew	Andrew	_	NNP	_	4	nsubj	_	_
4	see	see	_	VB	_	0	root	_	_
5	by	by	_	IN	_	7	case	_	_
6	the	the	_	DT	_	7	det	_	_
7	door	door	_	NN	_	4	nmod	_	_
8	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP what)) (SQ (VBD did) (NP (NNP Andrew)) (VP (VB see) (PP (IN by) (NP (DT the) (NN door))))) (. ?)))	the newspaper
Easy	mc500.train.23.5	mc500.train.23	Where was the picture of the elephant?	Story	"1	Where	where	_	WRB	_	2	advmod	_	_
2	was	be	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	picture	picture	_	NN	_	2	nsubj	_	_
5	of	of	_	IN	_	7	case	_	_
6	the	the	_	DT	_	7	det	_	_
7	elephant	elephant	_	NN	_	4	nmod	_	_
8	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD was) (NP (NP (DT the) (NN picture)) (PP (IN of) (NP (DT the) (NN elephant))))) (. ?)))	on the front
Easy	mc500.train.23.6	mc500.train.23	How long had Andrew been watching TV?	Story	"1	How	how	_	WRB	_	2	advmod	_	_
2	long	long	_	RB	_	6	advmod	_	_
3	had	have	_	VBD	_	6	aux	_	_
4	Andrew	Andrew	_	NNP	_	6	nsubj	_	_
5	been	be	_	VBN	_	6	aux	_	_
6	watching	watch	_	VBG	_	0	root	_	_
7	TV	tv	_	NN	_	6	dobj	_	_
8	?	?	_	.	_	6	punct	_	_"	(ROOT (SBARQ (WHADJP (WRB How) (RB long)) (SQ (VBD had) (NP (NNP Andrew)) (VP (VBN been) (VP (VBG watching) (NP (NN TV))))) (. ?)))	all day
Easy	mc500.train.23.7	mc500.train.23	What did Andrew and his dad read?	Story	"1	What	what	_	WP	_	7	dobj	_	_
2	did	do	_	VBD	_	7	aux	_	_
3	Andrew	Andrew	_	NNP	_	7	nsubj	_	_
4	and	and	_	CC	_	3	cc	_	_
5	his	he	_	PRP$	_	6	nmod:poss	_	_
6	dad	dad	_	NN	_	3	conj	_	_
7	read	read	_	VB	_	0	root	_	_
8	?	?	_	.	_	7	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (NP (NNP Andrew)) (CC and) (NP (PRP$ his) (NN dad))) (VP (VB read))) (. ?)))	the story
Easy	mc500.train.23.8	mc500.train.23	Where was the circus?	Story	"1	Where	where	_	WRB	_	2	advmod	_	_
2	was	be	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	circus	circus	_	NN	_	2	nsubj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD was) (NP (DT the) (NN circus))) (. ?)))	in town
Easy	mc500.train.23.9	mc500.train.23	Had Andrew ever been to the circus?	Story	"1	Had	have	_	VBD	_	7	aux	_	_
2	Andrew	Andrew	_	NNP	_	7	nsubj	_	_
3	ever	ever	_	RB	_	7	advmod	_	_
4	been	be	_	VBN	_	7	cop	_	_
5	to	to	_	TO	_	7	case	_	_
6	the	the	_	DT	_	7	det	_	_
7	circus	circus	_	NN	_	0	root	_	_
8	?	?	_	.	_	7	punct	_	_"	(ROOT (SINV (VBD Had) (NP (NP (NNP Andrew)) (ADVP (RB ever))) (VP (VBN been) (PP (TO to) (NP (DT the) (NN circus))) (. ?))))	no
Easy	mc500.train.23.10	mc500.train.23	What did Andrew feed the goldfish?	Story	"1	What	what	_	WP	_	4	dep	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Andrew	Andrew	_	NNP	_	4	nsubj	_	_
4	feed	feed	_	VB	_	0	root	_	_
5	the	the	_	DT	_	6	det	_	_
6	goldfish	goldfish	_	NN	_	4	dobj	_	_
7	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (NNP Andrew)) (VP (VB feed) (NP (DT the) (NN goldfish)))) (. ?)))	goldfish food | some goldfish food
